scenario,model,seed,retention,budget_mode,label_policy,defense,val_min_nn_distance,val_benign_dropped_frac,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,hp_mean_weight,hp_zero_weight_frac,hp_effective_ratio,defense_seconds,fit_seconds,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,cost_padding,dataset,d1_estar,d1_gamma,d1_components,d1_quantile,d1_reference,d1_estar_effective,uniform_w
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,0,fixed,0.4161447584629059,28515,0,0.0,,,0.0,0.0,0.42581540000173845,0.008495416946121171,0.8652250440030174,0.9679324894514768,0.913701540095592,0.9854285848824871,13305,114,536,3441,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.9522281639928699,2805,0.9947916666666666,576,0.33053691275167785,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,0,recalibrated,0.36630022525787354,28515,0,0.0,,,0.0,0.0,0.42581540000173845,0.009985840971756465,0.8692481770178526,0.9626844890002785,0.9135835095137421,0.9854285848824871,13285,134,520,3457,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.9554367201426025,2805,0.9965277777777778,576,0.34060402684563756,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,1,fixed,0.4161447584629059,28590,75,0.0026232948583420775,0.2953883714106304,0.0,0.0007763257596233855,5.530000271392055e-05,0.40459139999802574,0.008868022952529996,0.8838320341966306,0.9672537149146946,0.9236631191696228,0.9939068471492586,13300,119,462,3515,75,1940.4211603701115,962091.7579717636,312.29920138085936,75,1940.4211603701115,962091.7579717636,312.29920138085936,True,False,0.9500891265597148,2805,0.9982638888888888,576,0.46140939597315433,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,1,recalibrated,0.3714374899864197,28590,75,0.0026232948583420775,0.2953883714106304,0.0,0.0007763257596233855,5.530000271392055e-05,0.40459139999802574,0.009985840971756465,0.887855167211466,0.96343792633015,0.9241036377911541,0.9939068471492586,13285,134,446,3531,75,1940.4211603701115,962091.7579717636,312.29920138085936,75,1940.4211603701115,962091.7579717636,312.29920138085936,True,False,0.9518716577540107,2805,1.0,576,0.47818791946308725,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,2,fixed,0.4161447584629059,28665,150,0.0052328623757195184,0.3406166597254278,0.0,0.001788571501708762,0.0001861000018834602,0.4709322999988217,0.009017065355093523,0.8901181795323108,0.9669489210598197,0.9269442262372348,0.9931598924983421,13298,121,437,3540,150,5179.232449017465,2883214.7684185505,810.2186608574218,75,3238.8112886473536,1921123.0104467869,497.9194594765625,True,False,0.9515151515151515,2805,0.9982638888888888,576,0.4966442953020134,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,2,recalibrated,0.3740672171115875,28665,150,0.0052328623757195184,0.3406166597254278,0.0,0.001788571501708762,0.0001861000018834602,0.4709322999988217,0.009985840971756465,0.8948956499874277,0.9637151367451936,0.928031290743155,0.9931598924983421,13285,134,418,3559,150,5179.232449017465,2883214.7684185505,810.2186608574218,75,3238.8112886473536,1921123.0104467869,497.9194594765625,True,False,0.9550802139037433,2805,0.9982638888888888,576,0.511744966442953,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,3,fixed,0.4161447584629059,28740,225,0.007828810020876827,0.3365098678483912,0.0,0.0026482276153879892,8.709999747225083e-05,0.4068747000019357,0.008346374543557642,0.900176012069399,0.9696641386782232,0.9336288955535271,0.9953688455620339,13307,112,397,3580,225,7216.555152319372,4779770.3044650555,1628.701866383789,75,2037.3227033019066,1896555.536046505,818.4832055263672,True,False,0.9515151515151515,2805,0.9965277777777778,576,0.5654362416107382,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,3,recalibrated,0.35335415601730347,28740,225,0.007828810020876827,0.3365098678483912,0.0,0.0026482276153879892,8.709999747225083e-05,0.4068747000019357,0.009985840971756465,0.9079708322856425,0.964218958611482,0.9352499352499353,0.9953688455620339,13285,134,366,3611,225,7216.555152319372,4779770.3044650555,1628.701866383789,75,2037.3227033019066,1896555.536046505,818.4832055263672,True,False,0.9554367201426025,2805,0.9965277777777778,576,0.5989932885906041,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,4,fixed,0.4161447584629059,28815,300,0.010411244143675169,0.33762965667936545,0.0,0.003539553901219344,8.480000542476773e-05,0.4243280999980925,0.008048289738430584,0.9127483027407594,0.971107544141252,0.9410239792611795,0.9961614179812482,13311,108,347,3630,300,9942.967960439622,6193346.356234312,1963.1682568310546,75,2726.4128081202507,1413576.0517692566,334.4663904472656,True,False,0.9508021390374332,2805,0.9930555555555556,576,0.6560402684563759,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
s0,xgboost,4,accumulate,fixed_ratio,auto_malicious,d1_E4_g1,0.0,0.0,0.05,4,recalibrated,0.3495847284793854,28815,300,0.010411244143675169,0.33762965667936545,0.0,0.003539553901219344,8.480000542476773e-05,0.4243280999980925,0.009985840971756465,0.9243148101584109,0.9648293963254593,0.9441376653396687,0.9961614179812482,13285,134,301,3676,300,9942.967960439622,6193346.356234312,1963.1682568310546,75,2726.4128081202507,1413576.0517692566,334.4663904472656,True,False,0.9565062388591801,2805,0.9947916666666666,576,0.7046979865771812,596,,1.0,synthetic,4.0,1.0,all,0.0,median,4.0,
