scenario,model,seed,target_poison_ratio,round,threshold_mode,threshold,n_train,n_honeypot,poison_ratio,fpr,tpr,precision,f1,auroc,tn,fp,fn,tp,cum_flows,cum_packets,cum_bytes,cum_duration_s,batch_flows,batch_packets,batch_bytes,batch_duration_s,batch_admitted,batch_resampled,tpr_seen_both,n_seen_both,tpr_seed_only,n_seed_only,tpr_honeypot_only,n_honeypot_only,jitter,dataset
s0,xgboost,1,0.005,0,fixed,0.2799874544143677,28515,0,0.0,0.012370519412772934,0.880563238622077,0.9547437295528899,0.9161543492478744,0.9856319395057987,13253,166,475,3502,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.9614973262032086,2805,0.9982638888888888,576,0.3859060402684564,596,,synthetic
s0,xgboost,1,0.005,0,recalibrated,0.33476588129997253,28515,0,0.0,0.009985840971756465,0.8750314307266784,0.9629219701162147,0.9168752470030299,0.9856319395057987,13285,134,497,3480,0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,0.9568627450980393,2805,0.9982638888888888,576,0.37080536912751677,596,,synthetic
s0,xgboost,1,0.005,1,fixed,0.2799874544143677,28522,7,0.00024542458453123906,0.011625307399955287,0.8808146844355041,0.9573654003826182,0.9174960712414877,0.986927525349154,13263,156,474,3503,7,137.7363784313202,190084.56979370117,56.33562728125,7,137.7363784313202,190084.56979370117,56.33562728125,True,False,0.9600713012477718,2805,1.0,576,0.3926174496644295,596,,synthetic
s0,xgboost,1,0.005,1,recalibrated,0.3311351537704468,28522,7,0.00024542458453123906,0.009985840971756465,0.8742770932863968,0.9628911658820272,0.9164470216130733,0.986927525349154,13285,134,500,3477,7,137.7363784313202,190084.56979370117,56.33562728125,7,137.7363784313202,190084.56979370117,56.33562728125,True,False,0.9547237076648841,2805,0.9982638888888888,576,0.37583892617449666,596,,synthetic
s0,xgboost,1,0.005,2,fixed,0.2799874544143677,28529,14,0.0004907287321672684,0.011476264997391758,0.8823233593160674,0.9579579579579579,0.9185863874345549,0.9849903863527977,13265,154,468,3509,14,212.87734839320183,212355.29258441925,65.48887335546874,7,75.14096996188164,22270.72279071808,9.15324607421875,True,False,0.960427807486631,2805,0.9965277777777778,576,0.40436241610738255,596,,synthetic
s0,xgboost,1,0.005,2,recalibrated,0.32171791791915894,28529,14,0.0004907287321672684,0.009985840971756465,0.8767915514206689,0.9629936481634908,0.9178731245064491,0.9849903863527977,13285,134,490,3487,14,212.87734839320183,212355.29258441925,65.48887335546874,7,75.14096996188164,22270.72279071808,9.15324607421875,True,False,0.9568627450980393,2805,0.9965277777777778,576,0.38422818791946306,596,,synthetic
s0,xgboost,1,0.005,3,fixed,0.2799874544143677,28536,21,0.0007359125315391085,0.011699828601237052,0.8798089011817953,0.9570568927789934,0.9168085942617582,0.9864900107580733,13262,157,478,3499,21,483.2033962607384,266905.82957935333,104.65155724609374,7,270.32604786753654,54550.53699493408,39.162683890625,True,False,0.9597147950089127,2805,1.0,576,0.3875838926174497,596,,synthetic
s0,xgboost,1,0.005,3,recalibrated,0.34430205821990967,28536,21,0.0007359125315391085,0.009985840971756465,0.8737742016595423,0.9628706012745913,0.9161613498549961,0.9864900107580733,13285,134,502,3475,21,483.2033962607384,266905.82957935333,104.65155724609374,7,270.32604786753654,54550.53699493408,39.162683890625,True,False,0.9561497326203209,2805,0.9982638888888888,576,0.36577181208053694,596,,synthetic
s0,xgboost,1,0.005,4,fixed,0.2799874544143677,28544,29,0.0010159753363228699,0.012594083016618228,0.880563238622077,0.9539634976845546,0.9157949790794979,0.9870681637389503,13250,169,475,3502,29,557.3713164329529,295518.1918952465,118.04290465234375,8,74.16792017221451,28612.362315893173,13.39134740625,True,False,0.9600713012477718,2805,0.9982638888888888,576,0.3926174496644295,596,,synthetic
s0,xgboost,1,0.005,4,recalibrated,0.34808796644210815,28544,29,0.0010159753363228699,0.009985840971756465,0.8707568518984159,0.9627467333889352,0.914444151043042,0.9870681637389503,13285,134,514,3463,29,557.3713164329529,295518.1918952465,118.04290465234375,8,74.16792017221451,28612.362315893173,13.39134740625,True,False,0.9547237076648841,2805,0.9982638888888888,576,0.3523489932885906,596,,synthetic
s0,xgboost,1,0.005,5,fixed,0.2799874544143677,28551,36,0.0012609015446043922,0.012594083016618228,0.9150113150616043,0.9556197478991597,0.9348747591522157,0.9952871195828057,13250,169,338,3639,36,818.2543806731701,367979.21777415276,146.51935946484375,7,260.8830642402172,72461.02587890625,28.4764548125,True,False,0.9614973262032086,2805,0.9965277777777778,576,0.6174496644295302,596,,synthetic
s0,xgboost,1,0.005,5,recalibrated,0.34929853677749634,28551,36,0.0012609015446043922,0.009985840971756465,0.9021875785768168,0.9639978506179473,0.9320690998831018,0.9952871195828057,13285,134,389,3588,36,818.2543806731701,367979.21777415276,146.51935946484375,7,260.8830642402172,72461.02587890625,28.4764548125,True,False,0.9582887700534759,2805,0.9930555555555556,576,0.5503355704697986,596,,synthetic
s0,xgboost,1,0.005,6,fixed,0.2799874544143677,28558,43,0.001505707682610827,0.012445040614054699,0.9114910736736234,0.9559599156118144,0.9331960355258077,0.9940994180282058,13252,167,352,3625,43,1001.7935654819012,908912.9767310619,183.63643526953126,7,183.53918480873108,540933.7589569092,37.1170758046875,True,False,0.9611408199643494,2805,0.9982638888888888,576,0.5939597315436241,596,,synthetic
s0,xgboost,1,0.005,6,recalibrated,0.36449888348579407,28558,43,0.001505707682610827,0.009985840971756465,0.8974101081216997,0.9638131244936538,0.9294270833333332,0.9940994180282058,13285,134,408,3569,43,1001.7935654819012,908912.9767310619,183.63643526953126,7,183.53918480873108,540933.7589569092,37.1170758046875,True,False,0.9554367201426025,2805,0.9965277777777778,576,0.5285234899328859,596,,synthetic
s0,xgboost,1,0.005,7,fixed,0.2799874544143677,28565,50,0.001750393838613688,0.013339295029435875,0.9336183052552175,0.9540082219938335,0.943703138899479,0.995842749434706,13240,179,264,3713,50,1163.3337062299252,1016116.4099242687,194.42562423828127,7,161.540140748024,107203.43319320679,10.78918896875,True,False,0.9622103386809269,2805,0.9965277777777778,576,0.738255033557047,596,,synthetic
s0,xgboost,1,0.005,7,recalibrated,0.3851282596588135,28565,50,0.001750393838613688,0.009985840971756465,0.9165199899421674,0.9645408838317016,0.939917483238783,0.995842749434706,13285,134,332,3645,50,1163.3337062299252,1016116.4099242687,194.42562423828127,7,161.540140748024,107203.43319320679,10.78918896875,True,False,0.9536541889483066,2805,0.9965277777777778,576,0.6644295302013423,596,,synthetic
s0,xgboost,1,0.005,8,fixed,0.2799874544143677,28572,57,0.001994960100797984,0.01296668902302705,0.9243148101584109,0.9548051948051948,0.9393126357480516,0.994962988896416,13245,174,301,3676,57,1417.879566282034,1098926.1581466198,211.9266021699219,7,254.54586005210876,82809.74822235107,17.500977931640627,True,False,0.9632798573975044,2805,1.0,576,0.6677852348993288,596,,synthetic
s0,xgboost,1,0.005,8,recalibrated,0.3684813678264618,28572,57,0.001994960100797984,0.009985840971756465,0.9119939653004777,0.9643711778782239,0.9374515378650814,0.994962988896416,13285,134,350,3627,57,1417.879566282034,1098926.1581466198,211.9266021699219,7,254.54586005210876,82809.74822235107,17.500977931640627,True,False,0.9568627450980393,2805,0.9982638888888888,576,0.6174496644295302,596,,synthetic
s0,xgboost,1,0.005,9,fixed,0.2799874544143677,28579,64,0.0022394065572623255,0.012817646620463521,0.9079708322856425,0.9545334390695216,0.9306701030927835,0.9942555246733851,13247,172,366,3611,64,1724.9921897947788,1178395.6580398083,245.30578362695314,7,307.1126235127449,79469.49989318848,33.37918145703125,True,False,0.960427807486631,2805,0.9982638888888888,576,0.5738255033557047,596,,synthetic
s0,xgboost,1,0.005,9,recalibrated,0.3797607421875,28579,64,0.0022394065572623255,0.009985840971756465,0.8948956499874277,0.9637151367451936,0.928031290743155,0.9942555246733851,13285,134,418,3559,64,1724.9921897947788,1178395.6580398083,245.30578362695314,7,307.1126235127449,79469.49989318848,33.37918145703125,True,False,0.9550802139037433,2805,0.9930555555555556,576,0.5167785234899329,596,,synthetic
s0,xgboost,1,0.005,10,fixed,0.2799874544143677,28587,72,0.002518627348095288,0.012743125419181758,0.9456877042997234,0.9565106815869786,0.9510684030850929,0.9962779592463656,13248,171,216,3761,72,2270.248528331518,1218007.0047767162,354.17484101757816,8,545.2563385367393,39611.34673690796,108.869057390625,True,False,0.9622103386809269,2805,0.9965277777777778,576,0.8187919463087249,596,,synthetic
s0,xgboost,1,0.005,10,recalibrated,0.3677430748939514,28587,72,0.002518627348095288,0.009985840971756465,0.933115413628363,0.965149544863459,0.9488621835847609,0.9962779592463656,13285,134,266,3711,72,2270.248528331518,1218007.0047767162,354.17484101757816,8,545.2563385367393,39611.34673690796,108.869057390625,True,False,0.9561497326203209,2805,0.9947916666666666,576,0.7651006711409396,596,,synthetic
s0,xgboost,1,0.005,11,fixed,0.2799874544143677,28594,79,0.002762817374274323,0.011625307399955287,0.9328639678149359,0.9596482152095189,0.946066556164733,0.9959020178681116,13263,156,267,3710,79,2441.3807139992714,1255513.0350615978,357.64172985644535,7,171.13218566775322,37506.03028488159,3.4668888388671877,True,False,0.9625668449197861,2805,0.9982638888888888,576,0.7298657718120806,596,,synthetic
s0,xgboost,1,0.005,11,recalibrated,0.3514004051685333,28594,79,0.002762817374274323,0.009985840971756465,0.9187830022630123,0.9646251319957762,0.9411461687057309,0.9959020178681116,13285,134,323,3654,79,2441.3807139992714,1255513.0350615978,357.64172985644535,7,171.13218566775322,37506.03028488159,3.4668888388671877,True,False,0.9565062388591801,2805,0.9947916666666666,576,0.6677852348993288,596,,synthetic
s0,xgboost,1,0.005,12,fixed,0.2799874544143677,28601,86,0.0030068878710534596,0.012892167821745286,0.9476992708071411,0.9561136478944698,0.9518878646293724,0.9963272590403239,13246,173,208,3769,86,2600.319535315037,1293682.783699274,385.62299181738285,7,158.93882131576538,38169.74863767624,27.9812619609375,True,False,0.9625668449197861,2805,1.0,576,0.8271812080536913,596,,synthetic
s0,xgboost,1,0.005,12,recalibrated,0.365947425365448,28601,86,0.0030068878710534596,0.009985840971756465,0.9336183052552175,0.965167663114115,0.9491308793456033,0.9963272590403239,13285,134,264,3713,86,2600.319535315037,1293682.783699274,385.62299181738285,7,158.93882131576538,38169.74863767624,27.9812619609375,True,False,0.9565062388591801,2805,1.0,576,0.761744966442953,596,,synthetic
s0,xgboost,1,0.005,13,fixed,0.2799874544143677,28608,93,0.0032508389261744967,0.012743125419181758,0.9383957757103344,0.9561875480399693,0.9472081218274111,0.9956603064685808,13248,171,245,3732,93,3188.954208314419,1803715.290291071,481.2511871923829,7,588.634672999382,510032.5065917969,95.628195375,True,False,0.9636363636363636,2805,0.9982638888888888,576,0.761744966442953,596,,synthetic
s0,xgboost,1,0.005,13,recalibrated,0.3657546043395996,28608,93,0.0032508389261744967,0.009985840971756465,0.9233090269047021,0.9647924330005255,0.9435950147757936,0.9956603064685808,13285,134,305,3672,93,3188.954208314419,1803715.290291071,481.2511871923829,7,588.634672999382,510032.5065917969,95.628195375,True,False,0.9568627450980393,2805,0.9965277777777778,576,0.6946308724832215,596,,synthetic
s0,xgboost,1,0.005,14,fixed,0.2799874544143677,28615,100,0.0034946706272933775,0.012519561815336464,0.9461905959265778,0.9572627830068685,0.9516944865958524,0.9963933481217725,13251,168,214,3763,100,3372.881945297122,1989678.5441133976,617.6143957080078,7,183.9277369827032,185963.25382232666,136.363208515625,True,False,0.9597147950089127,2805,0.9982638888888888,576,0.8322147651006712,596,,synthetic
s0,xgboost,1,0.005,14,recalibrated,0.3376578986644745,28615,100,0.0034946706272933775,0.009985840971756465,0.9386472215237617,0.9653478148435479,0.9518103008669045,0.9963933481217725,13285,134,244,3733,100,3372.881945297122,1989678.5441133976,617.6143957080078,7,183.9277369827032,185963.25382232666,136.363208515625,True,False,0.9568627450980393,2805,0.9947916666666666,576,0.7986577181208053,596,,synthetic
s0,xgboost,1,0.005,15,fixed,0.2799874544143677,28622,107,0.0037383830619802947,0.011848871003800582,0.9514709580085492,0.9596753740806493,0.9555555555555556,0.9967590678969842,13260,159,193,3784,107,3579.1010867506266,2250207.194511652,650.9635913708496,7,206.21914145350456,260528.6503982544,33.349195662841794,True,False,0.9611408199643494,2805,0.9982638888888888,576,0.860738255033557,596,,synthetic
s0,xgboost,1,0.005,15,recalibrated,0.3601728081703186,28622,107,0.0037383830619802947,0.009985840971756465,0.9414131254714609,0.9654461062403301,0.9532781667727562,0.9967590678969842,13285,134,233,3744,107,3579.1010867506266,2250207.194511652,650.9635913708496,7,206.21914145350456,260528.6503982544,33.349195662841794,True,False,0.9554367201426025,2805,0.9982638888888888,576,0.8204697986577181,596,,synthetic
s0,xgboost,1,0.005,16,fixed,0.2799874544143677,28630,115,0.004016765630457562,0.011923392205082347,0.9519738496354035,0.9594526102382159,0.9556985990155245,0.9966341226190997,13259,160,191,3786,115,4133.890508189797,2382490.8396532536,668.4167999645996,8,554.7894214391708,132283.64514160156,17.45320859375,True,False,0.9625668449197861,2805,1.0,576,0.8557046979865772,596,,synthetic
s0,xgboost,1,0.005,16,recalibrated,0.32500603795051575,28630,115,0.004016765630457562,0.009985840971756465,0.9474478249937138,0.9656586365966171,0.9564665566696281,0.9966341226190997,13285,134,209,3768,115,4133.890508189797,2382490.8396532536,668.4167999645996,8,554.7894214391708,132283.64514160156,17.45320859375,True,False,0.9586452762923351,2805,1.0,576,0.8439597315436241,596,,synthetic
s0,xgboost,1,0.005,17,fixed,0.2799874544143677,28637,122,0.004260222788699934,0.011923392205082347,0.9534825245159668,0.9595141700404858,0.9564888384411654,0.9965324218848887,13259,160,185,3792,122,4318.207754209638,2431675.805473566,773.379100104248,7,184.31724601984024,49184.9658203125,104.96230013964843,True,False,0.9625668449197861,2805,0.9982638888888888,576,0.8674496644295302,596,,synthetic
s0,xgboost,1,0.005,17,recalibrated,0.3451569080352783,28637,122,0.004260222788699934,0.009985840971756465,0.9439275836057329,0.9655349794238683,0.9546090273363,0.9965324218848887,13285,134,223,3754,122,4318.207754209638,2431675.805473566,773.379100104248,7,184.31724601984024,49184.9658203125,104.96230013964843,True,False,0.9550802139037433,2805,0.9965277777777778,576,0.8406040268456376,596,,synthetic
s0,xgboost,1,0.005,18,fixed,0.2799874544143677,28644,129,0.004503560955173859,0.011997913406364111,0.9509680663816947,0.9591681460816637,0.9550505050505049,0.9965142740892031,13258,161,195,3782,129,4416.753780975938,2526258.991905451,780.897556385498,7,98.5460267663002,94583.18643188477,7.51845628125,True,False,0.9607843137254902,2805,0.9982638888888888,576,0.8590604026845637,596,,synthetic
s0,xgboost,1,0.005,18,recalibrated,0.334299772977829,28644,129,0.004503560955173859,0.009985840971756465,0.9429218003520241,0.9654994850669413,0.9540770894288259,0.9965142740892031,13285,134,227,3750,129,4416.753780975938,2526258.991905451,780.897556385498,7,98.5460267663002,94583.18643188477,7.51845628125,True,False,0.9579322638146167,2805,0.9982638888888888,576,0.8187919463087249,596,,synthetic
s0,xgboost,1,0.005,19,fixed,0.2799874544143677,28651,136,0.004746780217095389,0.011699828601237052,0.9564998742770933,0.9603635445594547,0.9584278155706727,0.9969102370675501,13262,157,173,3804,136,4758.776228442788,2630361.123314142,828.130352510498,7,342.0224474668503,104102.1314086914,47.232796125,True,False,0.960427807486631,2805,0.9982638888888888,576,0.8976510067114094,596,,synthetic
s0,xgboost,1,0.005,19,recalibrated,0.32858508825302124,28651,136,0.004746780217095389,0.009985840971756465,0.9514709580085492,0.96579887697805,0.958581380620646,0.9969102370675501,13285,134,193,3784,136,4758.776228442788,2630361.123314142,828.130352510498,7,342.0224474668503,104102.1314086914,47.232796125,True,False,0.9582887700534759,2805,0.9965277777777778,576,0.8758389261744967,596,,synthetic
s0,xgboost,1,0.005,20,fixed,0.2799874544143677,28658,143,0.004989880661595366,0.01088009538713764,0.9502137289414131,0.9628025477707006,0.9564667172867628,0.9965931518857322,13273,146,198,3779,143,5011.299829736352,2833172.36590147,880.0470726481933,7,252.52360129356384,202811.24258732796,51.916720137695314,True,False,0.9582887700534759,2805,0.9965277777777778,576,0.8674496644295302,596,,synthetic
s0,xgboost,1,0.005,20,recalibrated,0.3113597631454468,28658,143,0.004989880661595366,0.009985840971756465,0.9471963791802867,0.9656498333760575,0.9563340949479563,0.9965931518857322,13285,134,210,3767,143,5011.299829736352,2833172.36590147,880.0470726481933,7,252.52360129356384,202811.24258732796,51.916720137695314,True,False,0.9565062388591801,2805,0.9965277777777778,576,0.8557046979865772,596,,synthetic
