partition,class,feature,n,mean,std,min,p50,p99,max
seed_train,all,flow_duration,24603,4641059.852815717,7711599.956887201,1125.6926758730492,2385310.8931025374,34703286.71019882,260498655.71748504
seed_train,all,fwd_packets,24603,14.582022580772621,22.14626733594833,0.09535511758693557,8.571100938011709,100.76080107125308,547.9969156407228
seed_train,all,bwd_packets,24603,9.731307995782752,11.462672776975973,0.054634489628946,6.358234001906647,56.47004567116556,220.6939171633835
seed_train,all,fwd_bytes,24603,1656.2373047260771,3389.2828806933985,1.1612971283681315,811.8279695276758,13804.708342143053,184566.1600848815
seed_train,all,bwd_bytes,24603,3765.6606895321083,5632.282672272184,1.727887312036779,1992.389282678329,26878.53483607282,125412.1466351961
seed_train,all,fwd_pkt_len_max,24603,425.65086720577335,391.3297570282104,16.067586520801548,319.36489403970086,1952.2366791170118,7383.45791419475
seed_train,all,fwd_pkt_len_min,24603,39.88468286845298,21.147681419933836,5.208294318221713,35.33327460761938,112.99698020534292,237.47401242305227
seed_train,all,fwd_pkt_len_mean,24603,120.15255200454332,78.98202717622318,8.311718734636177,100.41082556148169,399.7529768282837,1278.1363867047858
seed_train,all,bwd_pkt_len_max,24603,899.7429297353839,599.9665000695081,69.56351980810014,751.1756141748906,3009.861489434166,11612.33459730931
seed_train,all,bwd_pkt_len_min,24603,40.041070725438615,21.486209518987557,3.987449629473026,35.288837326551615,114.50867548986305,267.00293242392155
seed_train,all,bwd_pkt_len_mean,24603,349.1736269378395,227.4705732383608,28.53328914581841,290.76918625725216,1173.491305855468,3837.440139956871
seed_train,all,flow_bytes_per_s,24603,5036.750641595362,16071.160523918154,3.22348389145674,1488.0812312722735,59643.00430350659,634843.662377934
seed_train,all,flow_pkts_per_s,24603,23.70392135452606,72.82359633024998,0.030334490679232294,7.586350670179972,274.87024184706934,3112.5943528669723
seed_train,all,flow_iat_mean,24603,395708.1149259396,514196.7517533966,200.1802693367393,239358.4262855385,2495530.257244251,8503511.882893605
seed_train,all,flow_iat_std,24603,500791.53066010686,644424.9805052849,7012.813185231672,307424.86697567697,3058555.8523613317,14453804.397334822
seed_train,all,flow_iat_max,24603,1509188.1340514922,1986399.6406355307,14133.729631967068,914139.9560166112,9200097.810759818,80160571.37026884
seed_train,all,flow_iat_min,24603,4872.226894248415,8896.528755656154,4.729903837254897,2389.4332886564043,37447.18662348569,433538.0919743989
seed_train,all,fwd_iat_mean,24603,596313.8497028191,768205.2216212454,3271.313161267592,358602.99320497067,3706746.3592935856,14359952.20744437
seed_train,all,bwd_iat_mean,24603,610277.8776902539,809769.0753260003,5472.8734457836945,366384.942046687,3746168.8026835113,18118439.508683592
seed_train,all,syn_flag_count,24603,1.8865584992515252,2.772039053886922,0.0,1.0,13.0,27.0
seed_train,all,psh_flag_count,24603,3.274925805197975,2.3669610303224458,0.0,3.0,12.0,24.0
seed_train,all,ack_flag_count,24603,15.146201832476685,6.395566344351428,0.0,15.0,43.0,66.0
seed_train,all,down_up_ratio,24603,1.3987419400526495,0.7506162737203762,0.19403577511824865,1.2330902241995427,3.9854474892211127,8.87593954558363
seed_train,all,pkt_size_avg,24603,315.4398681755304,239.94800793355688,10.067542349387873,255.06089106995304,1214.0159997812182,3884.463325544421
seed_train,benign,flow_duration,20416,4989450.756354019,7856025.780191579,34874.35352519328,2701276.5022098282,34975382.54094661,260498655.71748504
seed_train,benign,fwd_packets,20416,12.04647145609642,13.39657575337692,0.2808199650952793,8.054313112321271,64.51674980114629,258.78977255446677
seed_train,benign,bwd_packets,20416,10.00368087677254,11.24624434674016,0.22034985698383158,6.702819606575918,55.37925809627685,220.6939171633835
seed_train,benign,fwd_bytes,20416,1195.8424237387248,1510.3510069765123,14.480976109937869,726.6549424789828,7435.824626289984,31201.097282794137
